97,107
17,19
7,232
33,64
63,121
8,39
124,180
142,148
35,67
32,50
35,206
13,24
76,210
3,29
217,222
50,111
50,61
1,195
32,85
44,122
40,163
63,191
1,53
225,231
24,28
36,86
21,31
230,234
23,36
106,113
61,166
129,132
52,165
182,194
23,166
6,161
14,26
1,54
29,212
80,87
37,183
50,143
37,49
33,127
36,46
56,70
75,77
2,149
129,137
35,158
190,195
166,229
50,161
206,210
149,152
167,169
15,41
141,147
188,197
36,172
183,224
43,172
163,236
165,167
5,39
18,43
195,197
41,48
6,194
44,129
29,85
50,182
32,136
211,220
10,17
4,18
65,70
38,163
95,111
35,133
96,108
191,200
124,191
17,29
13,207
17,138
11,112
75,221
217,218
29,49
81,163
24,42
7,41
49,50
148,149
5,105
78,163
33,55
35,116
4,29
11,43
5,32
131,139
62,87
1,179
33,53
7,165
13,48
17,120
50,196
161,217
112,156
37,158
50,173
6,34
5,53
29,162
13,137
14,45
5,11
63,133
116,190
196,200
1,63
160,164
102,109
6,108
31,49
38,189
11,101
50,93
53,213
79,164
62,158
62,63
40,231
29,161
35,45
6,69
199,200
42,47
5,186
107,191
7,98
162,168
183,193
23,33
35,184
30,82
75,161
36,137
17,45
74,162
109,115
91,111
35,44
13,202
32,33
161,223
17,134
19,20
44,204
35,80
116,209
18,28
43,166
21,42
17,159
122,124
56,61
102,164
164,192
48,127
50,86
31,42
127,218
44,157
23,24
126,127
3,22
18,51
44,135
36,224
78,159
230,231
15,129
43,97
63,122
40,116
37,40
1,30
98,102
205,211
5,134
79,81
61,138
1,48
15,86
107,192
33,159
100,112
19,28
112,164
69,167
7,190
44,61
25,39
63,64
129,130
35,121
90,230
164,170
66,67
9,31
1,42
74,217
50,90
21,45
145,150
116,180
182,195
179,185
43,195
61,130
60,71
31,46
29,176
63,180
13,47
24,49
63,182
62,112
131,136
36,88
11,168
29,174
52,62
184,198
94,106
146,152
187,197
44,138
78,160
36,107
16,27
44,225
36,124
20,51
96,165
44,190
102,115
11,34
112,166
146,150
44,69
32,62
11,206
5,231
12,13
226,235
105,115
74,222
38,164
85,133
11,45
34,51
64,66
65,71
204,207
159,163
119,123
1,24
61,139
18,33
69,79
161,170
7,114
130,135
6,94
3,28
18,35
226,233
9,53
44,177
33,42
31,51
50,142
74,89
17,222
101,127
11,47
18,40
17,149
13,62
91,98
63,136
207,214
150,157
15,90
1,174
11,42
37,124
36,196
33,174
142,150
183,212
29,216
36,223
30,75
78,79
17,60
134,138
1,184
101,220
17,189
56,65
52,76
15,34
28,37
103,108
13,55
1,194
14,44
20,131
37,43
37,205
226,227
46,48
5,217
50,110
50,133
87,107
61,214
5,93
206,212
57,63
50,205
100,104
5,82
5,81
84,86
32,40
185,194
234,239
182,196
50,91
5,133
7,82
91,103
37,212
33,69
61,112
227,236
75,148
17,81
4,16
1,182
43,171
44,208
112,169
30,51
11,75
104,106
207,211
56,58
101,115
25,34
1,14
43,158
38,160
2,41
43,70
185,193
102,105
127,148
164,223
10,53
1,7
185,196
43,164
5,22
95,105
50,119
38,42
107,108
1,134
118,119
5,182
50,85
53,203
63,71
50,72
7,158
7,93
52,211
7,88
148,218
5,209
180,194
94,100
20,37
102,108
78,158
11,175
20,47
27,51
165,195
79,80
13,107
43,89
6,62
78,86
11,213
85,239
3,21
50,174
107,212
228,234
186,193
27,40
33,67
186,188
147,164
52,203
50,87
144,152
1,196
102,215
17,183
50,213
141,157
5,42
50,53
1,2
36,161
14,31
13,15
37,85
17,106
11,78
112,154
50,67
43,96
143,152
30,130
11,87
15,20
14,33
2,36
6,165
36,61
183,215
38,53
50,107
15,50
36,185
36,232
107,189
50,178
167,168
61,192
116,182
1,25
36,162
32,133
5,29
219,224
179,197
43,199
44,83
34,41
50,144
165,192
8,48
36,163
201,208
52,119
37,169
32,39
181,188
8,9
203,209
20,26
33,34
43,50
50,118
37,126
6,135
44,119
7,167
25,49
192,193
26,34
38,158
17,87
7,200
90,130
13,36
32,162
8,35
130,138
38,46
29,203
17,217
44,139
202,213
15,85
29,96
36,187
24,36
37,167
11,35
64,71
182,185
107,199
36,98
141,153
5,155
92,115
103,114
22,50
10,76
44,216
77,78
61,189
117,127
76,214
36,55
12,27
220,222
17,25
22,25
27,32
43,170
30,34
50,78
50,193
5,123
127,219
44,211
104,108
30,89
14,35
35,61
36,229
128,131
35,159
10,31
138,167
13,204
107,209
50,135
16,44
5,71
5,8
7,43
43,80
189,191
211,215
105,108
18,29
116,215
127,164
44,70
4,51
5,128
53,210
40,166
37,45
33,50
32,79
17,213
38,191
27,34
44,199
184,195
15,33
20,23
21,50
9,22
161,183
61,194
195,199
17,105
90,231
10,62
79,168
2,140
36,84
148,221
44,221
128,130
6,86
100,107
5,46
7,80
61,69
52,127
13,29
5,34
44,195
43,124
87,178
231,235
13,135
18,47
23,39
75,96
196,199
2,142
33,182
7,84
22,42
19,22
147,151
17,184
6,33
36,41
52,213
25,37
1,203
23,45
2,69
165,184
42,44
33,187
116,193
62,89
75,93
2,6
30,121
116,189
95,109
6,193
17,208
32,132
83,86
39,50
2,5
18,38
2,152
8,40
96,216
13,163
4,22
33,210
107,112
148,150
15,44
1,45
15,138
3,27
204,210
98,111
43,191
63,65
5,80
124,198
93,164
35,88
7,115
36,197
29,38
44,72
45,46
7,16
5,20
96,102
145,149
60,61
95,103
96,115
6,129
37,134
8,45
26,31
116,194
165,196
44,96
93,98
40,229
38,196
12,52
1,44
165,224
28,49
180,181
40,45
37,125
36,189
52,79
19,29
30,54
35,59
50,164
213,214
226,238
9,20
69,70
63,181
116,184
53,54
141,155
37,69
229,238
10,55
38,62
148,224
35,195
121,126
38,175
6,132
63,118
17,172
158,160
61,62
36,152
21,41
38,172
32,160
154,156
5,79
43,104
180,185
11,203
34,48
2,156
29,169
17,69
4,5
24,44
4,10
23,50
82,87
50,131
36,42
36,143
13,26
36,120
37,66
3,31
44,104
169,224
98,113
162,163
9,23
124,184
107,204
234,235
144,155
33,85
75,78
81,88
93,223
50,195
36,113
70,83
26,40
61,196
5,18
40,238
1,19
15,42
38,105
11,21
75,183
59,66
52,209
47,55
212,214
44,229
12,32
37,165
30,127
18,20
26,36
36,62
43,138
40,211
38,87
67,70
141,144
156,157
70,84
6,128
44,77
88,163
15,79
7,179
23,35
79,170
36,83
120,121
44,218
7,26
38,40
175,178
13,51
17,197
164,167
123,127
50,63
5,114
31,37
112,141
143,155
44,230
63,183
1,84
160,169
174,184
61,122
43,176
61,87
17,47
209,213
26,32
23,51
28,41
33,39
5,100
223,224
87,172
4,48
37,90
6,226
6,200
7,81
2,62
48,78
117,118
5,143
174,178
5,9
74,81
24,41
17,104
35,129
38,100
24,30
29,30
107,175
12,77
138,165
108,114
174,176
36,217
1,88
61,68
218,224
33,84
222,224
1,208
57,60
27,37
34,49
29,205
138,160
19,36
203,213
15,37
35,163
61,128
120,122
15,84
21,38
50,109
38,51
9,55
6,14
182,187
50,127
206,207
30,31
5,130
188,199
96,100
17,190
12,55
5,171
20,32
40,183
231,237
62,81
15,137
21,35
74,216
116,126
50,69
13,160
183,216
13,76
90,135
230,232
87,117
29,78
36,222
33,36
14,15
48,63
44,106
7,94
2,13
225,235
44,231
8,53
36,105
117,121
29,159
33,51
82,83
32,34
50,145
17,211
88,138
160,165
21,46
35,210
173,178
77,87
61,185
17,67
158,164
193,198
69,159
124,211
16,21
116,148
112,115
17,216
99,109
36,198
36,114
44,107
28,50
85,168
43,77
74,116
116,174
17,153
2,153
229,237
24,35
23,85
52,162
34,47
44,154
58,65
16,53
1,33
44,97
13,212
2,154
63,188
58,63
6,50
63,187
102,183
17,210
7,194
151,157
44,101
182,192
102,165
38,93
146,147
29,206
34,52
15,25
44,234
15,18
95,104
17,55
17,135
36,141
107,202
20,50
14,16
6,103
211,221
69,164
174,190
61,133
35,182
43,69
131,133
158,161
44,166
180,187
61,121
56,64
7,169
201,202
165,186
17,96
5,188
42,52
50,71
50,227
33,193
76,78
50,197
7,111
112,160
88,167
12,75
2,170
36,87
20,42
99,103
8,13
36,79
5,200
50,185
183,207
124,189
226,228
168,169
6,10
38,70
76,164
78,169
78,165
50,210
36,231
5,179
5,148
188,189
2,76
145,156
17,130
61,184
62,138
5,24
81,177
127,169
30,77
32,164
100,106
31,38
1,197
61,70
35,63
37,202
22,44
63,200
165,221
5,153
27,41
7,189
16,31
36,170
10,41
36,48
128,132
50,80
6,53
87,169
61,107
52,81
132,133
12,21
36,58
36,123
52,88
63,107
40,101
165,193
100,114
36,206
5,175
1,36
9,26
93,216
35,204
6,7
151,156
35,57
44,214
116,117
69,165
75,87
76,224
1,180
6,188
81,165
101,221
69,87
13,85
123,124
37,209
1,90
48,138
44,176
76,112
216,224
30,135
123,126
91,108
24,55
50,98
6,190
204,205
13,206
158,169
124,186
37,47
112,113
164,221
37,159
14,27
7,184
182,200
79,87
33,211
140,142
29,224
37,54
61,135
25,38
1,183
102,219
35,81
33,72
174,181
180,193
23,46
30,124
116,219
42,51
44,113
32,53
2,143
37,44
15,61
172,177
127,217
6,44
132,139
3,43
5,96
63,68
17,151
43,79
26,50
1,35
8,47
44,201
10,83
59,73
29,219
7,134
227,232
43,175
6,61
1,190
17,218
36,214
22,55
121,122
10,61
228,230
32,37
103,115
140,144
44,60
15,35
237,239
44,179
4,41
110,112
38,54
44,116
11,208
76,93
208,210
10,79
87,121
25,43
13,87
114,115
48,136
179,191
38,85
32,44
52,161
1,201
7,108
17,148
225,238
159,170
17,185
30,55
6,19
211,223
140,153
1,188
19,48
41,52
90,129
17,26
12,28
17,127
4,35
183,219
50,156
78,118
43,161
90,168
20,126
1,211
35,213
112,163
180,195
127,222
13,88
17,91
12,80
226,236
112,145
26,52
58,71
74,78
233,235
61,167
11,163
38,43
68,72
138,170
182,188
181,191
5,25
50,51
102,223
231,239
97,106
174,182
66,72
98,106
50,232
10,133
152,153
112,168
1,189
7,95
62,80
79,112
91,112
10,49
208,214
124,192
163,164
36,67
29,31
201,203
2,34
26,49
2,48
33,52
13,63
38,98
94,101
26,35
63,193
50,94
29,55
63,139
3,15
81,112
1,41
6,136
159,164
17,58
75,85
38,188
14,24
76,77
164,211
7,192
11,13
2,50
29,160
16,37
50,229
159,160
142,154
17,150
211,219
165,191
194,195
190,198
33,62
17,200
10,37
6,195
237,238
13,45
22,24
95,114
76,168
17,115
74,183
36,226
19,47
22,32
50,189
85,128
107,194
33,56
6,230
62,76
32,43
184,188
6,109
40,41
35,73
174,185
8,43
2,4
6,96
12,54
11,33
17,174
44,128
38,111
64,65
44,213
43,179
17,80
22,27
10,131
5,189
39,47
95,100
43,91
52,55
13,78
9,52
52,118
100,111
76,89
34,39
5,196
63,195
5,41
24,45
13,162
7,234
37,73
7,70
93,148
22,30
1,214
13,164
208,209
5,102
1,39
182,193
12,48
102,114
197,200
17,164
85,136
102,147
228,235
1,32
39,41
8,20
6,52
22,33
6,182
39,49
47,51
87,160
121,124
53,208
129,134
36,45
52,123
87,165
17,226
36,199
174,180
49,54
9,24
102,116
185,192
18,24
29,124
76,205
186,194
39,40
61,120
5,99
106,107
59,68
79,161
7,32
35,192
11,26
2,7
168,170
36,169
29,202
186,196
10,24
38,199
36,218
27,33
43,108
124,187
25,31
50,199
74,84
36,200
165,198
89,90
33,122
6,233
28,46
116,198
35,107
43,52
6,32
61,193
12,25
75,101
36,89
127,183
3,51
42,50
85,167
74,90
174,187
228,231
43,102
13,50
82,85
12,85
14,51
198,199
11,158
128,137
63,73
29,158
45,49
40,161
11,183
231,236
35,200
5,76
74,168
106,109
148,155
33,169
56,57
50,68
140,155
12,79
59,70
7,79
7,226
181,186
6,236
124,179
6,77
159,169
20,55
2,37
61,211
107,190
62,168
11,177
61,74
147,149
76,87
35,119
35,170
44,133
43,167
10,46
19,50
152,154
124,204
174,175
90,234
148,161
36,82
6,84
44,212
5,113
33,204
20,38
9,43
112,150
11,210
120,123
164,165
211,213
36,150
46,55
31,48
10,36
12,70
37,107
29,88
5,164
79,107
220,223
15,83
30,136
29,41
44,68
12,87
107,183
90,137
69,81
216,221
76,107
134,202
11,93
37,161
10,129
50,100
44,56
36,204
87,166
79,89
186,199
45,50
13,116
37,123
102,221
37,170
36,168
37,58
78,123
74,127
36,130
23,40
164,218
50,138
179,193
2,3
164,220
190,192
61,131
34,46
22,41
17,95
149,151
17,133
8,54
1,34
16,45
5,26
43,101
132,134
104,111
7,106
133,136
9,29
35,69
38,190
205,212
5,180
142,143
2,161
50,65
91,92
56,63
29,81
161,220
124,213
37,59
87,127
128,129
8,22
33,119
5,138
159,162
7,199
44,124
43,105
11,218
29,79
37,127
39,44
165,218
23,48
165,211
29,215
19,52
87,90
101,102
44,84
174,191
24,27
166,239
61,116
5,172
92,108
144,157
20,41
24,53
195,200
4,14
33,90
107,211
35,65
142,147
140,157
174,200
17,46
23,49
103,111
32,167
2,81
57,71
44,233
179,196
51,54
87,126
94,112
35,53
36,128
107,182
9,38
61,164
11,176
4,28
36,234
21,54
6,111
90,159
19,42
143,157
17,165
2,20
6,181
2,164
61,204
37,39
101,169
165,216
31,53
102,103
61,134
185,188
165,182
24,31
10,40
2,162
48,118
33,80
90,139
186,198
90,162
36,175
52,168
5,137
36,157
30,131
5,10
186,197
92,110
188,195
56,66
11,170
32,131
6,38
7,135
26,51
117,125
63,129
6,16
48,129
204,212
21,39
14,34
50,128
10,137
79,88
35,126
106,110
30,83
74,215
44,152
2,144
62,159
5,68
181,195
85,137
43,45
35,89
36,164
36,177
76,207
1,9
206,209
10,38
183,203
62,65
5,176
76,80
1,83
210,212
12,16
10,23
34,42
11,50
104,112
141,145
85,235
19,41
17,108
36,176
150,154
161,169
74,167
187,192
17,139
50,160
35,72
19,31
38,39
27,46
183,198
11,160
3,37
34,55
112,159
50,169
201,204
76,159
208,213
61,64
233,239
87,167
61,163
23,38
30,42
32,36
63,90
8,21
24,39
225,237
62,82
52,164
94,99
17,52
10,47
21,33
5,36
182,191
5,198
160,166
17,40
26,38
68,70
61,84
7,22
125,126
130,134
10,88
91,97
7,14
74,147
3,30
179,200
33,185
182,183
107,172
203,207
37,48
17,160
85,159
35,85
1,15
70,73
27,35
13,18
3,10
107,203
36,239
17,203
33,162
6,17
12,20
98,105
46,49
61,165
63,87
29,101
43,51
40,127
40,51
10,19
195,198
70,71
22,40
43,110
50,117
44,52
14,22
74,224
18,39
91,105
61,86
50,200
43,190
164,200
137,139
29,173
147,219
15,133
52,53
17,54
5,28
29,138
98,100
186,195
205,213
92,100
3,49
180,200
164,216
17,21
147,218
151,153
15,77
48,87
101,113
44,223
22,29
95,98
22,26
42,43
11,23
50,175
164,181
17,196
230,233
205,210
5,145
50,56
17,233
180,183
36,171
150,155
1,86
2,23
7,130
88,158
163,232
43,55
25,55
15,134
35,169
116,213
80,85
124,206
50,221
37,163
17,42
43,87
6,21
7,46
6,18
183,217
23,44
31,43
16,35
6,234
62,74
13,132
58,64
165,168
18,30
94,107
96,111
22,54
75,224
116,120
17,236
17,206
33,186
5,149
35,117
141,149
128,139
6,55
13,43
44,98
42,48
15,62
17,192
17,231
51,55
116,205
32,55
80,88
2,169
90,138
162,165
12,61
61,199
185,198
96,217
36,149
32,90
10,63
107,165
85,162
2,54
13,37
44,118
184,190
166,232
50,183
179,189
6,186
13,23
36,148
205,207
117,126
35,56
26,39
110,114
79,138
231,233
107,210
93,115
35,205
226,230
163,239
29,165
2,52
181,199
44,115
21,25
43,99
12,76
40,165
180,190
162,167
4,49
36,131
163,225
63,194
127,211
96,224
13,159
94,115
75,80
16,39
183,197
58,70
36,121
29,50
33,57
63,199
50,95
124,201
24,54
36,111
62,73
164,180
5,136
13,90
6,184
179,190
35,78
50,66
36,52
78,167
33,207
17,78
3,23
215,217
43,81
76,169
103,107
9,48
16,29
17,50
111,112
13,39
20,87
23,230
10,45
166,230
2,19
37,121
11,81
7,107
76,127
78,112
30,63
131,135
98,110
79,162
17,147
62,165
1,27
116,165
148,157
2,147
13,158
15,75
22,37
8,36
50,116
29,107
13,22
36,69
44,57
48,85
17,89
30,32
85,238
6,36
96,110
44,196
18,44
107,109
28,54
44,198
107,208
24,52
50,158
90,166
38,103
1,55
3,35
50,147
15,36
65,66
5,211
63,117
50,89
2,78
189,198
87,170
33,49
32,87
37,41
6,228
38,186
37,87
36,146
13,165
17,141
7,168
160,168
33,203
163,226
164,179
13,128
5,40
35,71
141,146
33,202
7,163
6,239
21,34
3,48
35,165
3,19
91,107
141,143
6,168
94,111
10,50
85,236
37,46
37,112
6,174
2,27
50,74
35,86
64,69
181,182
129,133
95,107
17,228
44,155
50,215
27,36
29,134
14,55
40,220
43,174
2,33
63,126
61,66
44,200
40,226
143,145
185,191
29,221
202,208
13,44
85,132
17,227
33,170
1,10
17,142
144,147
129,131
6,11
50,79
35,75
2,45
5,33
85,160
33,198
26,54
75,81
61,208
163,229
2,74
12,18
163,165
166,238
9,40
116,221
163,166
151,154
90,136
96,109
93,224
11,178
94,110
70,90
43,193
17,173
23,32
17,111
202,212
13,183
85,138
52,212
132,138
143,151
13,139
2,151
15,89
5,187
15,31
32,170
43,192
92,107
12,39
31,54
15,39
33,88
5,15
99,113
30,133
36,77
10,89
36,166
15,24
129,138
44,160
19,55
7,233
33,197
38,195
102,107
43,181
6,88
5,55
84,85
36,184
78,125
160,161
9,41
33,123
7,21
36,186
17,62
107,176
16,25
194,197
50,108
85,86
108,112
17,188
63,190
76,160
140,148
17,112
82,88
6,166
28,53
107,180
124,197
3,9
44,186
52,205
36,40
6,183
12,51
183,208
112,162
61,136
93,100
119,122
9,42
32,129
172,175
33,45
18,53
13,170
163,167
61,72
75,215
36,212
92,109
50,231
2,21
61,168
87,89
107,186
101,103
148,156
44,85
177,178
12,33
6,37
11,27
87,116
95,101
225,234
166,235
87,175
36,140
116,223
17,202
185,189
35,83
107,173
5,67
27,39
10,74
12,81
93,96
189,197
50,57
50,81
2,18
50,203
50,151
44,183
120,127
32,48
20,122
10,82
30,86
11,221
40,232
191,194
92,94
48,50
61,90
32,137
88,168
58,66
33,191
5,117
75,147
10,18
169,216
204,206
5,207
96,113
63,197
148,222
226,229
46,50
85,230
6,31
6,134
11,138
15,16
74,75
20,117
109,111
17,114
112,161
215,216
2,25
6,23
232,234
1,85
164,217
131,137
36,135
62,162
30,40
35,138
36,64
20,24
116,124
201,209
14,25
107,213
44,95
22,43
44,50
50,82
15,17
38,41
173,175
16,54
23,26
17,212
85,135
50,76
69,163
7,193
88,161
4,12
94,113
163,234
28,51
78,127
12,19
8,29
131,132
48,55
78,126
71,72
50,184
23,52
183,210
93,165
101,218
215,220
16,32
217,221
43,197
38,81
90,133
15,38
5,185
38,180
10,26
5,228
63,66
50,239
183,220
56,60
1,80
10,20
226,231
165,169
133,138
221,222
50,137
70,82
108,109
142,146
181,194
20,123
32,74
189,194
79,175
74,161
39,43
8,38
124,182
233,237
53,76
143,154
36,167
122,126
30,116
104,109
50,123
63,138
25,40
33,188
40,43
1,37
13,52
211,218
112,140
31,44
12,15
146,157
60,63
44,209
233,238
50,132
62,77
185,187
90,158
144,156
183,206
17,119
116,202
38,80
17,76
180,191
29,35
50,52
52,169
36,190
35,212
17,187
44,165
1,79
147,215
81,166
113,114
25,51
62,169
154,155
183,200
38,52
162,170
151,152
3,18
182,186
36,103
36,70
85,129
33,194
13,21
8,30
50,103
192,194
81,107
10,75
44,127
60,69
17,194
76,96
12,23
42,55
112,114
18,46
36,160
29,54
10,11
104,115
124,164
88,164
23,237
35,167
92,102
9,19
15,48
15,22
43,92
53,212
44,184
186,191
17,22
85,165
211,222
24,51
11,159
12,43
44,226
4,8
36,71
82,84
2,79
163,227
25,47
33,183
107,181
162,169
76,170
33,179
93,161
27,38
87,171
40,42
25,44
36,195
174,197
116,211
19,26
207,209
3,40
17,207
17,175
17,219
33,61
62,90
4,6
2,38
218,223
48,117
32,69
181,196
15,40
171,172
25,45
143,149
20,129
50,217
18,52
3,25
164,215
4,50
1,13
36,136
76,223
17,37
74,138
235,239
93,109
152,156
165,200
36,75
160,170
140,151
175,176
183,199
225,226
70,72
44,219
9,11
30,122
2,12
148,151
95,112
166,237
1,81
141,150
4,13
7,197
134,204
6,170
61,77
136,139
61,124
13,33
107,187
162,166
24,33
68,73
17,238
1,206
33,121
164,193
159,165
134,211
5,122
96,211
51,52
5,63
23,34
160,167
17,178
16,46
13,25
14,36
165,181
45,48
43,46
7,99
16,48
7,227
60,68
13,131
30,120
147,155
69,74
63,134
91,115
37,53
37,162
59,72
50,171
217,224
124,212
17,124
53,183
228,233
99,108
207,208
36,145
17,41
17,215
95,115
63,78
70,76
2,165
229,230
50,172
44,86
124,127
17,83
117,124
32,139
105,114
33,78
13,42
13,112
38,104
40,222
35,82
9,16
146,154
76,148
52,206
2,31
166,233
59,67
29,33
5,195
81,169
7,86
44,167
13,213
124,208
148,169
17,27
8,15
17,63
149,155
13,20
5,69
36,207
52,214
138,163
210,211
44,217
7,231
106,111
86,90
26,44
4,54
40,47
35,166
106,108
37,70
127,165
13,38
93,215
6,79
149,150
35,49
206,211
20,63
61,183
61,75
13,169
135,139
6,102
11,19
5,238
30,37
225,228
8,24
58,68
7,105
5,220
44,120
26,33
61,212
5,213
5,178
93,127
142,155
61,174
50,96
43,198
165,174
33,199
4,24
101,148
81,87
50,163
40,230
203,208
7,49
140,143
8,50
2,29
5,203
85,234
12,90
5,223
33,213
147,152
38,63
37,138
104,110
30,53
5,56
15,19
52,170
5,54
5,78
118,121
201,210
7,54
19,45
44,47
62,75
17,24
103,105
12,74
36,104
43,100
33,37
23,53
191,193
46,51
15,76
20,43
133,134
102,169
6,238
1,204
74,93
17,56
40,75
5,45
15,136
75,83
62,79
166,234
81,83
44,53
6,54
163,230
98,114
19,24
17,116
27,53
98,99
25,28
61,201
12,31
10,85
138,166
76,206
38,61
15,52
191,198
94,96
77,89
11,22
11,201
44,75
7,51
17,214
13,208
91,96
20,31
44,64
187,188
150,151
17,84
36,92
94,105
12,35
44,150
33,46
5,224
164,169
20,53
148,216
23,228
70,87
81,86
17,66
17,158
5,239
134,208
101,111
6,39
53,209
1,209
5,65
44,175
50,150
29,69
189,190
190,200
7,8
43,159
163,231
38,96
32,134
57,64
173,176
85,225
6,139
75,211
3,13
10,42
30,125
4,40
38,91
210,213
6,130
17,126
196,197
93,108
35,199
44,130
38,169
85,227
61,179
16,52
8,49
17,179
164,219
74,219
11,61
44,73
44,79
48,124
27,54
48,128
29,75
220,224
202,205
7,92
7,162
138,168
99,111
92,97
1,76
40,96
